,node
2152,3938043
2153,91643520
2154,351246083
2155,8935179
2156,12523283
2157,7075604
2158,291027228
2159,105305160
2160,13653787
2161,28137244
2162,364279581
2163,54286110
2164,81525617
2165,265657363
2166,338306011
2167,31577893
2168,22599462
2169,377403177
2170,6035243
2171,389248723
2172,7313206
2173,15595322
2174,162731835
2175,88356671
2176,210026123
2177,298112837
2178,40343367
2179,1800009
2180,57677642
2181,359956099
2182,24794965
2183,349763897
2184,372941796
2185,396203867
2186,3766113
2187,98383714
2188,192845667
2189,194467684
2190,14956389
2191,9402216
2192,197588847
2193,165427057
2194,32274291
2195,20412276
2196,178329464
2197,207353725
2198,3979136
2199,226834310
2200,375166856
2201,18691978
2202,140202777
2203,32274754
2204,33134479
2205,11687825
2206,11876242
2207,171448212
2208,199219094
2209,164968355
2210,268564388
2211,172873644
2212,14858163
2213,295819188
2214,379312054
2215,24483769
2216,361895866
2217,5201567
2218,434010442
2219,19568576
2220,6821826
2221,28366792
2222,677834
2223,362428363
2224,112172706
2225,193956174
2226,17709016
2227,279427034
2228,413833179
2229,65132509
2230,48543713
2231,22042595
2232,28985681
2233,278384295
2234,1308660
2235,203785214
2236,34535416
2237,255522809
2238,134010875
2239,33478652
2240,383145982
2241,5191680
2242,286076587
2243,29825028
2244,235525
2245,10372097
2246,327890952
2247,178526220
2248,214726673
2249,3979283
2250,138078553
2251,13490202
2252,12113949
2253,104479
2254,35526688
2255,145618977
2256,180320291
2257,155129892
2258,12662826
2259,105576491
2260,341049010
2261,352926045
2262,24729648
2263,1620017
2264,201381940
2265,5060661
2266,249845814
2267,141006903
2268,1169465
2269,198367294
2270,301013058
2271,301439043
2272,3496009
2273,66304074
2274,149977163
2275,402421836
2276,5855312
2277,45996116
2278,5022679
2279,346617861
2280,70326370
2281,44931171
2282,2914407
2283,191510635
2284,2332780
2285,451311727
2286,75339890
2287,27801715
2288,86007486
2289,331626614
2290,226255892
2291,1964154
2292,290823871
2293,345954430
2294,137672836
2295,132651142
2296,330766471
2297,9246859
2298,126048396
2299,9058447
2300,289257617
2301,73922707
2302,6150294
2303,58554519
2304,337246360
2305,30827546
2306,14760095
2307,36542624
2308,198759276
2309,180091044
2310,16971944
2311,201693354
2312,10164398
2313,189700271
2314,2422960
2315,2889906
2316,158357684
2317,74586295
2318,27498682
2319,9509051
2320,60889276
2321,194642813
2322,2537676
2323,417741542
2324,362862802
2325,93157589
2326,473305
2327,194345178
2328,110827743
2329,348633315
2330,28047588
2331,2037992
2332,9722090
2333,225728748
2334,317110509
2335,54786288
2336,142891250
2337,27613431
2338,183130369
2339,226695432
2340,176511244
2341,12507405
2342,155572496
2343,333003026
2344,63936791
2345,230373660
2346,57858334
2347,13957408
2348,196712737
2349,2005285
2350,336697642
2351,31996207
2352,410089777
2353,169269555
2354,330434953
2355,308182266
2356,23755067
2357,20388162
2358,322550086
2359,302242122
2360,136067403
2361,15898958
2362,138197329
2363,497965395
2364,178198868
2365,239109369
2366,103930204
2367,334443578
2368,162691423
2369,348438327
2370,237115750
2371,155777385
2372,41449836
2373,5732717
2374,31979888
2375,2136437
2376,67197305
2377,15219072
2378,205076866
2379,6158724
2380,181729670
2381,393684585
2382,481672
2383,311721708
2384,257759631
2385,258406803
2386,349552366
2387,220928406
2388,8837527
2389,163658137
2390,3165935
2391,22194586
2392,21920158
2393,9099679
2394,29399456
2395,314145185
2396,8018338
2397,7727515
2398,20953508
2399,29252005
2400,22804903
2401,137642
2402,82295217
2403,6502840
2404,140294559
2405,253884861
2406,179460542
2407,59079107
2408,323180996
2409,382302625
2410,2365896
2411,412391881
2412,6920651
2413,407878095
2414,817618
2415,28793299
2416,185547221
2417,26851798
2418,3250647
2419,235841956
2420,176585178
2421,257014238
2422,283171237
2423,51780064
2424,358128100
2425,365312485
2426,28228071
2427,410671593
2428,454763602
2429,440998382
2430,196852217
2431,178100730
2432,18455035
2433,85621245
2434,3021311
2435,62216706
2436,11739690
2437,286882311
2438,173644296
2439,261175817
2440,4340234
2441,4061707
2442,244881933
2443,350255630
2444,46856722
2445,3455510
2446,106273303
2447,72146692
2448,240564763
2449,842271
2450,328990470
2451,43137577
2452,8395306
2453,267206521
2454,414767665
2455,7215666
2456,44071476
2457,157866550
2458,10000951
2459,152402489
2460,4938298
2461,2710075
2462,87480893
2463,52689472
2464,18201155
2465,5551201
2466,32692809
2467,42965578
2468,11606603
2469,193837644
2470,303209037
2471,79821390
2472,16677455
2473,32782928
2474,11606611
2475,269245015
2476,277863001
2477,760414
2478,386844571
2479,228998930
2480,7385539
2481,345523748
2482,57023088
2483,5511794
2484,276623123
2485,35584629
2486,408354564
2487,44006007
2488,269646456
2489,3078778
2490,306395773
2491,429317189
2492,9894530
2493,132291203
2494,3668612
2495,7322249
2496,87620234
2497,75766411
2498,468453826
2499,269149293
2500,3414672
2501,265318168
2502,42220189
2503,25778850
2504,473438888
2505,76561065
2506,241326763
2507,314030767
2508,4479665
2509,6027959
2510,132389562
2511,8239804
2512,308746941
2513,211647172
2514,359520965
2515,459897542
2516,6519497
2517,317340362
2518,328096459
2519,58710732
2520,43711181
2521,324942542
2522,82205391
2523,235510483
2524,22018774
2525,138959576
2526,71520036
2527,158890714
2528,2415323
2529,54270686
2530,213405631
2531,227318502
2532,335264488
2533,333142762
2534,337599212
2535,187423473
2536,186359593
2537,139287288
2538,52017914
2539,84078379
2540,227195655
2541,61537037
2542,296598288
2543,280124177
2544,138844947
2545,24656660
2546,5094165
2547,15334167
2548,60234521
2549,5798687
2550,11451173
2551,48020263
2552,43162414
2553,178535218
2554,424844085
2555,428379956
2556,256768829
2557,25320255
2558,235748161
2559,392250507
2560,423451460
2561,141712199
2562,867144
2563,386038602
2564,136657739
2565,163019596
2566,19315535
2567,47225682
2568,338361172
2569,283908956
2570,153577882
2571,211467103
2572,13769568
2573,6241123
2574,204503908
2575,174201702
2576,371882855
2577,6445931
2578,242105200
2579,23796593
2580,38116224
2581,246435648
2582,19307395
2583,35199878
2584,30923658
2585,16017206
2586,24132502
2587,312263833
2588,320674715
2589,307059614
2590,30587808
2591,501726118
2592,801704
2593,21396394
2594,80813
2595,370842557
2596,10271680
2597,196074433
2598,97672130
2599,403446724
2600,116620229
2601,51092425
2602,2030543
2603,137935825
2604,173218773
2605,39058394
2606,234484090
2607,189111263
2608,310909920
2609,53492709
2610,318061544
2611,467401706
2612,221879280
2613,116956146
2614,302398454
2615,336108535
2616,46906362
2617,216234495
2618,6192127
2619,367520671
2620,301284357
2621,57359367
2622,56179720
2623,309845001
2624,249854989
2625,258950317
2626,83598355
2627,31292436
2628,312619669
2629,517514415
2630,671578
2631,54631455
2632,190725154
2633,116259880
2634,139493212
2635,93330474
2636,1547307
2637,409541677
2638,1031216
2639,150780977
2640,4168755
2641,316406838
2642,229907511
2643,73432121
2644,184319035
2645,219610172
2646,15727680
2647,372030532
2648,16948293
2649,24337479
2650,245546056
2651,5823561
2652,6224970
2653,234470481
2654,238984274
2655,47922259
2656,352787542
2657,59161689
2658,410549340
2659,283573342
2660,200776801
2661,26926178
2662,365280362
2663,83795053
2664,55368816
2665,132127862
2666,8559738
2667,300258495
2668,203349116
2669,4430974
2670,295847104
2671,404962437
2672,28818570
2673,11295890
2674,314915987
2675,14826645
2676,1359003
2677,105631
2678,8240288
2679,485317715
2680,135021862
2681,333888681
2682,26746028
2683,8092846
2684,335723695
2685,2800818
2686,150813875
2687,32087222
2688,215609098
2689,62389438
2690,67762423
2691,34651328
2692,141622467
2693,1473740
2694,205102286
2695,82042067
2696,150306007
2697,43236575
2698,2776288
2699,179600256
2700,449207086
2701,131792103
2702,66133228
2703,135929072
2704,68258344
2705,2342131
2706,224304372
2707,181329143
2708,2899194
2709,50117883
2710,39676458
2711,3702019
2712,170602253
2713,302734601
2714,48659722
2715,189627659
2716,163396880
2717,158973202
2718,8543507
2719,133545236
2720,397958422
2721,35904791
2722,210165016
2723,177659165
2724,159903621
2725,67804452
2726,281279781
2727,6421799
2728,302554409
2729,9952555
2730,95353394
2731,59350318
2732,10124593
2733,458425566
2734,357465398
2735,3177783
2736,40615225
2737,4134111
2738,24075584
2739,393132505
2740,5840779
2741,329528351
2742,74980682
2743,57916750
2744,3882319
2745,45563216
2746,155295058
2747,216456531
2748,151223638
2749,302341465
2750,293887327
2751,161570146
2752,162241083
2753,7042278
2754,127434087
2755,135375122
2756,49372523
2757,187571568
2758,34758005
2759,2080119
2760,119045496
2761,139509114
2762,242261379
2763,7683467
2764,154131852
2765,435756430
2766,199081361
2767,9035155
2768,410498954
2769,31456661
2770,281550231
2771,224394650
2772,818587
2773,15932829
2774,3890591
2775,316177827
2776,30449060
2777,22003110
2778,241049000
2779,523689
2780,182233671
2781,59874741
2782,182336951
2783,153157050
2784,7249339
2785,239869373
2786,347388491
2787,7822790
2788,330923468
2789,74939854
2790,204240
2791,13475282
2792,10018259
2793,5135831
2794,16948696
2795,15810010
2796,2883036
2797,182427101
2798,233602526
2799,13434335
2800,133324256
2801,27934177
2802,175365602
2803,351715
2804,78953956
2805,137169489
2806,306281961
2807,227491307
2808,29182546
2809,9059824
2810,171515378
2811,486270010
2812,39329270
2813,6479351
2814,14835192
2815,322878969
2816,310738429
2817,61144574
2818,361717249
2819,3759618
2820,177102339
2821,146568449
2822,352427529
2823,23092748
2824,96583190
2825,22126104
2826,2178586
2827,489357231
2828,459448532
2829,33095199
2830,469745185
2831,134209058
2832,70819370
2833,11492909
2834,319118894
2835,10329649
2836,377159218
2837,59883059
2838,19422776
2839,2217226
2840,258825790
2841,286271
2842,240123457
2843,34700866
2844,613955
2845,300711492
2846,309321287
2847,36716104
2848,253263435
2849,145923663
2850,143621712
2851,430947924
2852,361266778
2853,173707194
2854,7683678
2855,8109667
2856,43916901
2857,105635434
2858,401497708
2859,6356589
2860,1867376
2861,11992689
2862,47169139
2863,341005856
2864,3268213
2865,10468982
2866,63741562
2867,68271739
2868,122117759
2869,4644480
2870,434008000
2871,178978435
2872,202063492
2873,4054661
2874,368263
2875,6487688
2876,264227773
2877,14098058
2878,7888523
2879,198090381
2880,229809806
2881,364461713
2882,83803795
2883,2203284
2884,370785943
2885,6397597
2886,19865541
2887,292445857
2888,104029858
2889,1883814
2890,10509993
2891,74848882
2892,61685422
2893,18874034
2894,60312179
2895,244473526
2896,337764297
2897,34266812
2898,5586621
2899,4390590
2900,163068533
2901,138951
2902,7634633
2903,7118538
2904,199532237
2905,5381843
2906,200146645
2907,3096282
2908,8396508
2909,52599418
2910,26476261
2911,95928039
2912,54591210
2913,11321068
2914,83672814
2915,252649201
2916,93896441
2917,371744512
2918,30553387
2919,32734980
2920,176517078
2921,3481350
2922,199402103
2923,55254796
2924,54673168
2925,2883346
2926,309648003
2927,24058500
2928,235044634
2929,13385501
2930,482008862
2931,98991905
2932,348864292
2933,186236710
2934,346529575
2935,13819688
2936,32505641
2937,361778
2938,276365103
2939,167770761
2940,212991804
2941,199016253
2942,310682077
2943,385310538
2944,244375371
2945,23138771
2946,142364643
2947,34881367
2948,2006874
2949,34439004
2950,453771101
2951,97249690
2952,96165729
2953,40288098
2954,173670243
2955,226524599
2956,173989737
2957,5300080
2958,518020978
2959,156958581
2960,424042359
2961,466809
2962,150904702
2963,22101890
2964,233881477
2965,9846663
2966,332324744
2967,18161547
2968,206323597
2969,54321050
2970,100622244
2971,240148399
2972,239951797
2973,108847030
2974,132972477
2975,62980037
2976,111206342
2977,383500231
2978,3186632
2979,7143369
2980,17776586
2981,39337935
2982,26009552
2983,55590865
2984,21488974
2985,23134166
2986,454574073
2987,81882
2988,179814366
2989,296607712
2990,68050913
2991,180412386
2992,410615781
2993,196296678
2994,4620266
2995,4128747
2996,377993098
2997,314343410
2998,8167412
2999,419852286
3000,15114233
3001,1662970
